PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 5241
Apogee: 5004' AGL
Ground Elevation: 1879' MSL
NumSamps: 2544
Flight Number: 11
Main Setting: 700' AGL
Apogee Delay: 0 Seconds
Drogue At: 17.75 Seconds
Main At: 91.20 Seconds
Max Drogue Current: 4 Amps
Max Main Current: 1 Amps

Time, Altitude, Velocity, Temperature, Voltage
0.00, 1, 0, 85.35, 9.50
0.05, 1, 7, 85.37, 9.50
0.10, 2, -3, 85.35, 9.50
0.15, 1, 4, 85.37, 9.50
0.20, 1, 3, 85.39, 9.50
0.25, 2, 4, 85.39, 9.50
0.30, 2, 7, 85.39, 9.50
0.35, 2, 11, 85.39, 9.50
0.40, 3, 16, 85.35, 9.50
0.45, -34, 24, 85.39, 9.50
0.50, 3, 33, 85.39, 9.50
0.55, 9, 41, 85.39, 9.50
0.60, 12, 50, 85.39, 9.50
0.65, 12, 59, 85.39, 9.50
0.70, 15, 70, 85.39, 9.50
0.75, 20, 85, 85.39, 9.50
0.80, 22, 103, 85.39, 9.50
0.85, 31, 122, 85.39, 9.50
0.90, 39, 142, 85.39, 9.50
0.95, 46, 162, 85.39, 9.50
1.00, 55, 183, 85.39, 9.50
1.05, 63, 207, 85.39, 9.50
1.10, 75, 235, 85.39, 9.50
1.15, 88, 262, 85.39, 9.50
1.20, 104, 285, 85.39, 9.50
1.25, 122, 297, 85.39, 9.50
1.30, 139, 297, 85.39, 9.50
1.35, 153, 286, 85.41, 9.50
1.40, 169, 269, 85.41, 9.50
1.45, 179, 259, 85.41, 9.50
1.50, 186, 260, 85.39, 9.50
1.55, 197, 274, 85.39, 9.50
1.60, 212, 296, 85.39, 9.50
1.65, 232, 317, 85.39, 9.50
1.70, 255, 331, 85.39, 9.50
1.75, 271, 338, 85.39, 9.50
1.80, 284, 342, 85.41, 9.50
1.85, 298, 347, 85.39, 9.50
1.90, 316, 359, 85.39, 9.50
1.95, 336, 376, 85.39, 9.40
2.00, 359, 394, 85.39, 9.40
2.05, 379, 414, 85.39, 9.50
2.10, 397, 433, 85.39, 9.50
2.15, 418, 449, 85.39, 9.50
2.20, 447, 464, 85.39, 9.50
2.25, 471, 476, 85.41, 9.50
2.30, 494, 484, 85.41, 9.50
2.35, 520, 491, 85.39, 9.50
2.40, 540, 500, 85.42, 9.50
2.45, 568, 511, 85.41, 9.50
2.50, 595, 526, 85.39, 9.40
2.55, 620, 546, 85.42, 9.50
2.60, 649, 568, 85.42, 9.50
2.65, 678, 590, 85.42, 9.50
2.70, 711, 613, 85.42, 9.50
2.75, 737, 634, 85.42, 9.50
2.80, 777, 650, 85.42, 9.50
2.85, 809, 661, 85.44, 9.50
2.90, 843, 667, 85.42, 9.50
2.95, 876, 669, 85.42, 9.50
3.00, 909, 671, 85.42, 9.50
3.05, 942, 673, 85.41, 9.50
3.10, 976, 672, 85.42, 9.50
3.15, 1011, 670, 85.41, 9.40
3.20, 1045, 664, 85.41, 9.50
3.25, 1080, 655, 85.39, 9.50
3.30, 1109, 644, 85.41, 9.50
3.35, 1139, 635, 85.39, 9.50
3.40, 1171, 627, 85.41, 9.50
3.45, 1205, 623, 85.39, 9.50
3.50, 1234, 620, 85.39, 9.50
3.55, 1264, 618, 85.39, 9.50
3.60, 1294, 615, 85.39, 9.40
3.65, 1327, 613, 85.39, 9.50
3.70, 1358, 609, 85.39, 9.50
3.75, 1387, 604, 85.39, 9.50
3.80, 1416, 599, 85.39, 9.50
3.85, 1447, 593, 85.39, 9.50
3.90, 1478, 588, 85.37, 9.50
3.95, 1503, 584, 85.35, 9.40
4.00, 1534, 579, 85.37, 9.50
4.05, 1564, 574, 85.37, 9.50
4.10, 1592, 568, 85.39, 9.50
4.15, 1620, 563, 85.39, 9.50
4.20, 1646, 557, 85.37, 9.40
4.25, 1675, 552, 85.37, 9.50
4.30, 1702, 548, 85.35, 9.50
4.35, 1730, 545, 85.37, 9.50
4.40, 1758, 542, 85.37, 9.50
4.45, 1781, 541, 85.37, 9.50
4.50, 1810, 539, 85.35, 9.50
4.55, 1838, 537, 85.35, 9.50
4.60, 1865, 535, 85.35, 9.50
4.65, 1890, 532, 85.35, 9.50
4.70, 1917, 528, 85.35, 9.50
4.75, 1944, 523, 85.35, 9.50
4.80, 1970, 517, 85.35, 9.50
4.85, 1995, 512, 85.35, 9.50
4.90, 2020, 506, 85.35, 9.50
4.95, 2045, 502, 85.35, 9.50
5.00, 2070, 500, 85.35, 9.50
5.05, 2095, 499, 85.35, 9.50
5.10, 2119, 500, 85.33, 9.50
5.15, 2144, 500, 85.35, 9.50
5.20, 2170, 500, 85.35, 9.50
5.25, 2196, 497, 85.35, 9.50
5.30, 2220, 493, 85.35, 9.50
5.35, 2245, 488, 85.33, 9.50
5.40, 2268, 483, 85.33, 9.50
5.45, 2291, 480, 85.35, 9.50
5.50, 2315, 476, 85.33, 9.50
5.55, 2341, 473, 85.33, 9.50
5.60, 2364, 469, 85.35, 9.50
5.65, 2386, 465, 85.33, 9.50
5.70, 2410, 462, 85.33, 9.50
5.75, 2431, 462, 85.35, 9.50
5.80, 2454, 461, 85.33, 9.50
5.85, 2479, 460, 85.33, 9.50
5.90, 2503, 458, 85.33, 9.50
5.95, 2524, 454, 85.33, 9.50
6.00, 2548, 449, 85.33, 9.50
6.05, 2568, 445, 85.33, 9.50
6.10, 2590, 442, 85.33, 9.50
6.15, 2613, 440, 85.33, 9.50
6.20, 2635, 438, 85.33, 9.50
6.25, 2658, 436, 85.33, 9.50
6.30, 2678, 433, 85.33, 9.50
6.35, 2699, 430, 85.33, 9.50
6.40, 2721, 426, 85.33, 9.50
6.45, 2743, 422, 85.33, 9.50
6.50, 2765, 418, 85.33, 9.50
6.55, 2783, 414, 85.33, 9.50
6.60, 2804, 411, 85.33, 9.50
6.65, 2824, 410, 85.33, 9.50
6.70, 2845, 408, 85.33, 9.50
6.75, 2867, 406, 85.33, 9.50
6.80, 2886, 405, 85.33, 9.50
6.85, 2905, 403, 85.33, 9.50
6.90, 2926, 401, 85.33, 9.50
6.95, 2946, 401, 85.33, 9.50
7.00, 2965, 399, 85.33, 9.50
7.05, 2987, 396, 85.33, 9.50
7.10, 3007, 394, 85.33, 9.50
7.15, 3024, 390, 85.33, 9.50
7.20, 3045, 387, 85.33, 9.50
7.25, 3063, 387, 85.33, 9.50
7.30, 3082, 388, 85.33, 9.50
7.35, 3103, 387, 85.33, 9.50
7.40, 3122, 386, 85.33, 9.50
7.45, 3141, 382, 85.33, 9.50
7.50, 3161, 376, 85.33, 9.50
7.55, 3180, 369, 85.33, 9.50
7.60, 3196, 364, 85.33, 9.40
7.65, 3214, 361, 85.33, 9.50
7.70, 3231, 360, 85.32, 9.50
7.75, 3250, 358, 85.33, 9.50
7.80, 3269, 355, 85.33, 9.50
7.85, 3288, 350, 85.33, 9.40
7.90, 3304, 345, 85.33, 9.50
7.95, 3319, 343, 85.33, 9.50
8.00, 3334, 343, 85.33, 9.50
8.05, 3354, 346, 85.33, 9.50
8.10, 3372, 349, 85.33, 9.50
8.15, 3390, 350, 85.30, 9.50
8.20, 3407, 348, 85.32, 9.40
8.25, 3425, 344, 85.33, 9.50
8.30, 3441, 338, 85.33, 9.50
8.35, 3458, 333, 85.30, 9.50
8.40, 3474, 329, 85.32, 9.50
8.45, 3490, 328, 85.32, 9.50
8.50, 3506, 327, 85.32, 9.50
8.55, 3523, 328, 85.30, 9.50
8.60, 3539, 328, 85.32, 9.50
8.65, 3556, 327, 85.30, 9.50
8.70, 3573, 324, 85.30, 9.50
8.75, 3588, 320, 85.30, 9.50
8.80, 3605, 315, 85.30, 9.50
8.85, 3619, 311, 85.30, 9.50
8.90, 3634, 309, 85.32, 9.50
8.95, 3650, 307, 85.30, 9.50
9.00, 3665, 306, 85.30, 9.50
9.05, 3682, 305, 85.30, 9.50
9.10, 3695, 302, 85.32, 9.50
9.15, 3711, 299, 85.30, 9.50
9.20, 3726, 296, 85.30, 9.50
9.25, 3740, 293, 85.30, 9.50
9.30, 3755, 291, 85.30, 9.50
9.35, 3769, 290, 85.30, 9.50
9.40, 3783, 291, 85.30, 9.50
9.45, 3797, 292, 85.30, 9.50
9.50, 3813, 294, 85.30, 9.40
9.55, 3827, 294, 85.30, 9.40
9.60, 3844, 291, 85.30, 9.50
9.65, 3857, 288, 85.32, 9.40
9.70, 3871, 283, 85.30, 9.50
9.75, 3884, 279, 85.32, 9.50
9.80, 3899, 275, 85.30, 9.40
9.85, 3913, 272, 85.30, 9.50
9.90, 3925, 270, 85.32, 9.50
9.95, 3939, 268, 85.30, 9.50
10.00, 3952, 266, 85.30, 9.50
10.05, 3965, 265, 85.30, 9.50
10.10, 3979, 263, 85.30, 9.50
10.15, 3992, 261, 85.30, 9.50
10.20, 4005, 259, 85.32, 9.50
10.25, 4018, 257, 85.30, 9.50
10.30, 4029, 255, 85.32, 9.50
10.35, 4043, 254, 85.30, 9.50
10.40, 4056, 253, 85.30, 9.50
10.45, 4068, 252, 85.30, 9.50
10.50, 4081, 251, 85.30, 9.50
10.55, 4092, 250, 85.32, 9.50
10.60, 4106, 250, 85.30, 9.50
10.65, 4118, 248, 85.30, 9.50
10.70, 4131, 245, 85.30, 9.50
10.75, 4143, 242, 85.30, 9.50
10.80, 4154, 238, 85.30, 9.50
10.85, 4167, 235, 85.30, 9.50
10.90, 4177, 233, 85.30, 9.50
10.95, 4189, 232, 85.30, 9.50
11.00, 4201, 230, 85.30, 9.50
11.05, 4213, 228, 85.30, 9.50
11.10, 4224, 227, 85.30, 9.50
11.15, 4234, 225, 85.30, 9.50
11.20, 4246, 225, 85.30, 9.50
11.25, 4257, 224, 85.30, 9.50
11.30, 4268, 224, 85.30, 9.50
11.35, 4281, 222, 85.30, 9.50
11.40, 4290, 220, 85.30, 9.50
11.45, 4302, 218, 85.30, 9.50
11.50, 4312, 216, 85.30, 9.50
11.55, 4324, 214, 85.30, 9.50
11.60, 4332, 211, 85.30, 9.50
11.65, 4345, 208, 85.30, 9.50
11.70, 4355, 204, 85.30, 9.50
11.75, 4365, 201, 85.30, 9.50
11.80, 4373, 198, 85.30, 9.50
11.85, 4385, 196, 85.32, 9.50
11.90, 4392, 196, 85.30, 9.50
11.95, 4404, 196, 85.30, 9.50
12.00, 4413, 196, 85.30, 9.50
12.05, 4424, 195, 85.30, 9.50
12.10, 4433, 192, 85.30, 9.50
12.15, 4442, 189, 85.32, 9.40
12.20, 4452, 187, 85.30, 9.50
12.25, 4460, 186, 85.30, 9.50
12.30, 4470, 186, 85.30, 9.40
12.35, 4479, 186, 85.30, 9.50
12.40, 4488, 188, 85.30, 9.50
12.45, 4498, 188, 85.30, 9.50
12.50, 4509, 186, 85.30, 9.50
12.55, 4516, 184, 85.30, 9.50
12.60, 4526, 180, 85.30, 9.50
12.65, 4535, 177, 85.30, 9.50
12.70, 4544, 173, 85.30, 9.50
12.75, 4551, 170, 85.30, 9.40
12.80, 4560, 167, 85.30, 9.50
12.85, 4568, 165, 85.30, 9.50
12.90, 4578, 161, 85.28, 9.50
12.95, 4584, 159, 85.28, 9.50
13.00, 4592, 156, 85.30, 9.50
13.05, 4599, 154, 85.30, 9.50
13.10, 4608, 154, 85.30, 9.50
13.15, 4615, 155, 85.30, 9.50
13.20, 4622, 156, 85.30, 9.50
13.25, 4630, 157, 85.30, 9.50
13.30, 4640, 157, 85.32, 9.50
13.35, 4647, 155, 85.30, 9.50
13.40, 4654, 152, 85.30, 9.50
13.45, 4662, 148, 85.30, 9.50
13.50, 4669, 145, 85.30, 9.50
13.55, 4675, 144, 85.30, 9.50
13.60, 4683, 143, 85.30, 9.50
13.65, 4691, 142, 85.30, 9.50
13.70, 4696, 141, 85.30, 9.50
13.75, 4705, 138, 85.28, 9.50
13.80, 4711, 135, 85.30, 9.50
13.85, 4719, 132, 85.30, 9.50
13.90, 4723, 130, 85.30, 9.50
13.95, 4730, 128, 85.30, 9.50
14.00, 4736, 128, 85.30, 9.50
14.05, 4743, 128, 85.30, 9.50
14.10, 4750, 126, 85.30, 9.50
14.15, 4757, 125, 85.30, 9.50
14.20, 4761, 123, 85.30, 9.40
14.25, 4768, 120, 85.30, 9.50
14.30, 4773, 118, 85.30, 9.50
14.35, 4780, 116, 85.30, 9.50
14.40, 4786, 113, 85.30, 9.50
14.45, 4791, 111, 85.30, 9.50
14.50, 4796, 110, 85.30, 9.50
14.55, 4801, 110, 85.30, 9.50
14.60, 4806, 110, 85.30, 9.50
14.65, 4813, 111, 85.30, 9.50
14.70, 4819, 111, 85.30, 9.50
14.75, 4824, 109, 85.30, 9.50
14.80, 4829, 106, 85.30, 9.50
14.85, 4834, 103, 85.30, 9.50
14.90, 4840, 100, 85.30, 9.50
14.95, 4844, 97, 85.30, 9.50
15.00, 4849, 94, 85.32, 9.50
15.05, 4853, 92, 85.30, 9.50
15.10, 4858, 91, 85.30, 9.50
15.15, 4863, 90, 85.30, 9.50
15.20, 4865, 90, 85.32, 9.50
15.25, 4872, 89, 85.30, 9.50
15.30, 4876, 88, 85.30, 9.50
15.35, 4880, 88, 85.30, 9.50
15.40, 4884, 86, 85.32, 9.50
15.45, 4889, 84, 85.30, 9.50
15.50, 4893, 82, 85.30, 9.50
15.55, 4897, 80, 85.33, 9.50
15.60, 4900, 78, 85.30, 9.50
15.65, 4904, 78, 85.32, 9.50
15.70, 4908, 77, 85.30, 9.50
15.75, 4913, 75, 85.30, 9.50
15.80, 4916, 72, 85.30, 9.50
15.85, 4919, 69, 85.32, 9.50
15.90, 4923, 66, 85.32, 9.50
15.95, 4925, 65, 85.32, 9.50
16.00, 4928, 64, 85.32, 9.50
16.05, 4933, 64, 85.30, 9.50
16.10, 4934, 64, 85.32, 9.50
16.15, 4939, 62, 85.33, 9.50
16.20, 4942, 60, 85.30, 9.50
16.25, 4944, 58, 85.32, 9.50
16.30, 4947, 56, 85.30, 9.50
16.35, 4949, 55, 85.33, 9.50
16.40, 4952, 53, 85.33, 9.50
16.45, 4957, 51, 85.32, 9.50
16.50, 4957, 49, 85.32, 9.40
16.55, 4959, 47, 85.33, 9.50
16.60, 4962, 46, 85.33, 9.50
16.65, 4964, 45, 85.30, 9.50
16.70, 4967, 43, 85.30, 9.50
16.75, 4969, 41, 85.32, 9.50
16.80, 4970, 39, 85.32, 9.50
16.85, 4973, 36, 85.32, 9.50
16.90, 4974, 35, 85.32, 9.50
16.95, 4975, 34, 85.33, 9.50
17.00, 4977, 34, 85.32, 9.50
17.05, 4979, 33, 85.32, 9.50
17.10, 4982, 32, 85.30, 9.50
17.15, 4982, 30, 85.32, 9.50
17.20, 4983, 29, 85.33, 9.50
17.25, 4985, 27, 85.32, 9.50
17.30, 4987, 26, 85.32, 9.40
17.35, 4987, 25, 85.33, 9.50
17.40, 4989, 24, 85.32, 9.50
17.45, 4990, 22, 85.32, 9.50
17.50, 4991, 20, 85.32, 9.50
17.55, 4992, 17, 85.32, 9.50
17.60, 4993, 17, 85.33, 9.50
17.65, 4993, 18, 85.33, 9.50
17.70, 4993, 21, 85.33, 9.50
17.75, 4994, 26, 85.33, 9.50
17.80, 3190, 28, 85.32, 9.40
17.85, 5005, 26, 85.44, 9.40
17.90, 5001, 23, 85.62, 9.40
17.95, 4998, 17, 85.80, 9.40
18.00, 5001, 9, 86.00, 9.40
18.05, 5002, 5, 86.16, 9.50
18.10, 5002, 0, 86.31, 9.40
18.15, 5002, -4, 86.43, 9.50
18.20, 5000, -7, 86.52, 9.40
18.25, 4999, -9, 86.59, 9.50
18.30, 5000, -10, 86.67, 9.50
18.35, 4999, -8, 86.70, 9.50
18.40, 4999, -2, 86.72, 9.50
18.45, 4996, 6, 86.72, 9.50
18.50, 4999, 18, 86.72, 9.50
18.55, 4999, 30, 86.72, 9.50
18.60, 5003, 37, 86.74, 9.50
18.65, 5007, 36, 86.72, 9.50
18.70, 5009, 26, 86.70, 9.50
18.75, 5012, 7, 86.70, 9.50
18.80, 5012, -15, 86.70, 9.50
18.85, 5003, -33, 86.67, 9.50
18.90, 5001, -43, 86.63, 9.50
18.95, 4999, -45, 86.63, 9.50
19.00, 4998, -40, 86.59, 9.50
19.05, 4994, -32, 86.59, 9.50
19.10, 4996, -24, 86.58, 9.50
19.15, 4993, -19, 86.58, 9.50
19.20, 4994, -19, 86.56, 9.50
19.25, 4993, -23, 86.56, 9.50
19.30, 4993, -32, 86.54, 9.50
19.35, 4992, -44, 86.50, 9.50
19.40, 4986, -54, 86.50, 9.50
19.45, 4983, -60, 86.50, 9.50
19.50, 4978, -61, 86.50, 9.50
19.55, 4975, -55, 86.49, 9.50
19.60, 4973, -46, 86.49, 9.50
19.65, 4974, -27, 86.49, 9.50
19.70, 4969, -10, 86.49, 9.50
19.75, 4969, 2, 86.49, 9.50
19.80, 4972, 11, 86.49, 9.50
19.85, 4969, 0, 86.47, 9.50
19.90, 4967, -10, 86.47, 9.50
19.95, 4969, -19, 86.47, 9.50
20.00, 4966, -27, 86.47, 9.50
20.05, 4967, -25, 86.45, 9.50
20.10, 4965, -26, 86.45, 9.50
20.15, 4964, -28, 86.45, 9.50
20.20, 4966, -32, 86.45, 9.50
20.25, 4960, -37, 86.45, 9.50
20.30, 4962, -42, 86.45, 9.50
20.35, 4971, -46, 86.43, 9.50
20.40, 4963, -49, 86.41, 9.50
20.45, 4960, -49, 86.41, 9.50
20.50, 4961, -49, 86.41, 9.50
20.55, 4961, -47, 86.41, 9.50
20.60, 4964, -46, 86.40, 9.50
20.65, 4971, -45, 86.38, 9.50
20.70, 4971, -44, 86.38, 9.50
20.75, 4962, -43, 86.38, 9.50
20.80, 4950, -42, 86.36, 9.50
20.85, 4944, -41, 86.36, 9.50
20.90, 4936, -39, 86.36, 9.50
20.95, 4939, -38, 86.36, 9.50
21.00, 4962, -38, 86.34, 9.50
21.05, 4950, -39, 86.32, 9.50
21.10, 4942, -41, 86.32, 9.50
21.15, 4936, -44, 86.32, 9.50
21.20, 4923, -47, 86.32, 9.50
21.25, 4908, -50, 86.31, 9.40
21.30, 4891, -52, 86.32, 9.50
21.35, 4887, -54, 86.32, 9.50
21.40, 4885, -55, 86.31, 9.50
21.45, 4882, -56, 86.32, 9.50
21.50, 4882, -57, 86.29, 9.50
21.55, 4885, -60, 86.29, 9.50
21.60, 4887, -65, 86.29, 9.50
21.65, 4886, -70, 86.29, 9.50
21.70, 4885, -75, 86.29, 9.50
21.75, 4885, -77, 86.29, 9.50
21.80, 4887, -77, 86.27, 9.50
21.85, 4898, -77, 86.27, 9.50
21.90, 4895, -77, 86.27, 9.50
21.95, 4895, -79, 86.27, 9.50
22.00, 4894, -80, 86.25, 9.50
22.05, 4888, -79, 86.25, 9.50
22.10, 4876, -76, 86.25, 9.50
22.15, 4874, -71, 86.25, 9.50
22.20, 4865, -66, 86.25, 9.50
22.25, 4858, -62, 86.25, 9.50
22.30, 4858, -58, 86.25, 9.50
22.35, 4855, -56, 86.25, 9.50
22.40, 4854, -56, 86.25, 9.50
22.45, 4854, -57, 86.25, 9.50
22.50, 4850, -59, 86.25, 9.50
22.55, 4845, -62, 86.23, 9.50
22.60, 4829, -65, 86.23, 9.50
22.65, 4813, -67, 86.23, 9.50
22.70, 4804, -70, 86.20, 9.50
22.75, 4799, -72, 86.20, 9.50
22.80, 4799, -75, 86.20, 9.50
22.85, 4798, -78, 86.16, 9.50
22.90, 4794, -80, 86.14, 9.50
22.95, 4783, -81, 86.16, 9.50
23.00, 4782, -80, 86.16, 9.50
23.05, 4795, -78, 86.14, 9.40
23.10, 4802, -75, 86.14, 9.50
23.15, 4793, -72, 86.11, 9.50
23.20, 4787, -69, 86.11, 9.50
23.25, 4788, -68, 86.11, 9.50
23.30, 4778, -68, 86.09, 9.50
23.35, 4779, -70, 86.09, 9.50
23.40, 4777, -71, 86.07, 9.50
23.45, 4771, -72, 86.07, 9.50
23.50, 4761, -72, 86.07, 9.50
23.55, 4758, -70, 86.07, 9.50
23.60, 4753, -67, 86.07, 9.50
23.65, 4751, -63, 86.07, 9.50
23.70, 4745, -59, 86.05, 9.50
23.75, 4745, -57, 86.05, 9.50
23.80, 4743, -57, 86.05, 9.50
23.85, 4737, -57, 85.91, 9.50
23.90, 4730, -57, 86.14, 9.50
23.95, 4734, -59, 86.27, 9.50
24.00, 4730, -62, 86.40, 9.50
24.05, 4730, -65, 86.56, 9.50
24.10, 4735, -68, 86.67, 9.50
24.15, 4736, -69, 86.77, 9.50
24.20, 4734, -68, 86.85, 9.50
24.25, 4724, -66, 86.94, 9.50
24.30, 4718, -64, 86.97, 9.50
24.35, 4714, -63, 87.03, 9.50
24.40, 4714, -62, 87.06, 9.50
24.45, 4705, -62, 87.08, 9.50
24.50, 4701, -62, 87.08, 9.50
24.55, 4696, -62, 87.10, 9.50
24.60, 4693, -61, 87.10, 9.50
24.65, 4696, -61, 87.10, 9.50
24.70, 4693, -59, 87.10, 9.50
24.75, 4691, -57, 87.08, 9.50
24.80, 4683, -55, 87.08, 9.50
24.85, 4681, -53, 87.06, 9.50
24.90, 4677, -51, 87.04, 9.50
24.95, 4672, -51, 87.04, 9.50
25.00, 4663, -52, 87.03, 9.50
25.05, 4659, -53, 87.01, 9.50
25.10, 4654, -55, 86.99, 9.50
25.15, 4653, -56, 86.97, 9.50
25.20, 4658, -57, 86.97, 9.50
25.25, 4658, -58, 86.95, 9.50
25.30, 4659, -60, 86.94, 9.50
25.35, 4655, -62, 86.94, 9.50
25.40, 4648, -64, 86.92, 9.50
25.45, 4644, -65, 86.92, 9.50
25.50, 4638, -64, 86.92, 9.50
25.55, 4632, -63, 86.92, 9.40
25.60, 4630, -60, 86.90, 9.50
25.65, 4629, -57, 86.88, 9.50
25.70, 4631, -54, 86.88, 9.50
25.75, 4634, -53, 86.86, 9.50
25.80, 4637, -52, 86.86, 9.50
25.85, 4636, -54, 86.85, 9.50
25.90, 4636, -55, 86.85, 9.50
25.95, 4630, -57, 86.85, 9.50
26.00, 4628, -57, 86.85, 9.50
26.05, 4631, -58, 86.85, 9.50
26.10, 4620, -59, 86.83, 9.50
26.15, 4619, -62, 86.83, 9.50
26.20, 4617, -64, 86.83, 9.50
26.25, 4603, -66, 86.83, 9.50
26.30, 4596, -67, 86.83, 9.50
26.35, 4584, -66, 86.83, 9.50
26.40, 4575, -65, 86.83, 9.50
26.45, 4571, -63, 86.83, 9.50
26.50, 4572, -61, 86.83, 9.50
26.55, 4577, -59, 86.83, 9.50
26.60, 4586, -59, 86.83, 9.50
26.65, 4587, -59, 86.83, 9.50
26.70, 4596, -59, 86.83, 9.50
26.75, 4589, -60, 86.83, 9.50
26.80, 4577, -62, 86.83, 9.50
26.85, 4562, -63, 86.85, 9.50
26.90, 4559, -64, 86.83, 9.50
26.95, 4554, -66, 86.83, 9.50
27.00, 4543, -68, 86.83, 9.50
27.05, 4543, -70, 86.83, 9.50
27.10, 4539, -71, 86.83, 9.50
27.15, 4530, -71, 86.83, 9.50
27.20, 4524, -71, 86.83, 9.50
27.25, 4522, -67, 86.83, 9.50
27.30, 4523, -64, 86.83, 9.50
27.35, 4522, -59, 86.83, 9.50
27.40, 4522, -56, 86.83, 9.50
27.45, 4521, -56, 86.83, 9.50
27.50, 4519, -58, 86.83, 9.50
27.55, 4519, -61, 86.83, 9.50
27.60, 4515, -65, 86.83, 9.50
27.65, 4515, -68, 86.83, 9.50
27.70, 4518, -69, 86.83, 9.50
27.75, 4518, -68, 86.83, 9.50
27.80, 4510, -65, 86.83, 9.50
27.85, 4512, -61, 86.79, 9.50
27.90, 4503, -58, 86.81, 9.50
27.95, 4496, -55, 86.81, 9.50
28.00, 4492, -53, 86.83, 9.50
28.05, 4485, -51, 86.79, 9.50
28.10, 4476, -51, 86.79, 9.50
28.15, 4468, -50, 86.79, 9.50
28.20, 4469, -50, 86.81, 9.50
28.25, 4469, -52, 86.81, 9.50
28.30, 4474, -53, 86.79, 9.40
28.35, 4475, -55, 86.79, 9.50
28.40, 4470, -58, 86.79, 9.50
28.45, 4462, -59, 86.79, 9.50
28.50, 4457, -60, 86.79, 9.50
28.55, 4456, -61, 86.79, 9.50
28.60, 4454, -61, 86.79, 9.50
28.65, 4452, -63, 86.77, 9.50
28.70, 4451, -65, 86.79, 9.40
28.75, 4446, -67, 86.79, 9.50
28.80, 4447, -68, 86.79, 9.50
28.85, 4447, -66, 86.77, 9.50
28.90, 4449, -63, 86.79, 9.50
28.95, 4445, -58, 86.79, 9.50
29.00, 4442, -54, 86.79, 9.50
29.05, 4439, -51, 86.79, 9.50
29.10, 4435, -49, 86.79, 9.50
29.15, 4430, -49, 86.79, 9.50
29.20, 4423, -50, 86.79, 9.50
29.25, 4419, -52, 86.79, 9.50
29.30, 4415, -54, 86.81, 9.50
29.35, 4409, -56, 86.79, 9.50
29.40, 4402, -57, 86.79, 9.50
29.45, 4400, -57, 86.83, 9.50
29.50, 4399, -56, 86.81, 9.50
29.55, 4402, -56, 86.79, 9.50
29.60, 4395, -56, 86.79, 9.50
29.65, 4393, -56, 86.79, 9.50
29.70, 4379, -57, 86.79, 9.50
29.75, 4374, -60, 86.77, 9.50
29.80, 4372, -62, 86.76, 9.50
29.85, 4377, -65, 86.77, 9.50
29.90, 4387, -65, 86.76, 9.50
29.95, 4389, -64, 86.76, 9.40
30.00, 4390, -61, 86.76, 9.50
30.05, 4380, -56, 86.76, 9.50
30.10, 4380, -52, 86.76, 9.50
30.15, 4376, -50, 86.76, 9.50
30.20, 4370, -48, 86.74, 9.50
30.25, 4364, -48, 86.72, 9.50
30.30, 4359, -48, 86.74, 9.50
30.35, 4356, -48, 86.74, 9.50
30.40, 4352, -48, 86.76, 9.50
30.45, 4350, -48, 86.74, 9.50
30.50, 4345, -50, 86.76, 9.40
30.55, 4346, -53, 86.76, 9.50
30.60, 4345, -55, 86.76, 9.50
30.65, 4342, -57, 86.76, 9.50
30.70, 4335, -59, 86.76, 9.50
30.75, 4326, -60, 86.76, 9.50
30.80, 4314, -62, 86.76, 9.50
30.85, 4312, -64, 86.76, 9.50
30.90, 4315, -66, 86.76, 9.50
30.95, 4321, -68, 86.76, 9.50
31.00, 4331, -68, 86.76, 9.50
31.05, 4339, -67, 86.76, 9.50
31.10, 4336, -67, 86.76, 9.50
31.15, 4332, -66, 86.76, 9.50
31.20, 4326, -66, 86.76, 9.50
31.25, 4319, -65, 86.76, 9.50
31.30, 4313, -64, 86.76, 9.50
31.35, 4310, -63, 86.76, 9.50
31.40, 4312, -62, 86.76, 9.50
31.45, 4305, -62, 86.76, 9.50
31.50, 4300, -63, 86.76, 9.50
31.55, 4286, -63, 86.74, 9.50
31.60, 4273, -64, 86.74, 9.50
31.65, 4263, -64, 86.76, 9.50
31.70, 4261, -62, 86.76, 9.50
31.75, 4258, -60, 86.76, 9.50
31.80, 4254, -59, 86.76, 9.40
31.85, 4255, -59, 86.76, 9.50
31.90, 4249, -60, 86.76, 9.50
31.95, 4254, -64, 86.76, 9.50
32.00, 4253, -68, 86.76, 9.50
32.05, 4251, -72, 86.74, 9.50
32.10, 4246, -74, 86.74, 9.50
32.15, 4242, -75, 86.72, 9.50
32.20, 4235, -75, 86.74, 9.50
32.25, 4232, -73, 86.72, 9.50
32.30, 4237, -72, 86.72, 9.50
32.35, 4232, -71, 86.72, 9.50
32.40, 4229, -69, 86.72, 9.50
32.45, 4225, -67, 86.72, 9.50
32.50, 4224, -64, 86.72, 9.50
32.55, 4218, -61, 86.72, 9.50
32.60, 4211, -58, 86.72, 9.50
32.65, 4211, -56, 86.72, 9.50
32.70, 4210, -54, 86.72, 9.50
32.75, 4204, -53, 86.72, 9.50
32.80, 4202, -53, 86.72, 9.40
32.85, 4206, -53, 86.72, 9.50
32.90, 4201, -53, 86.74, 9.50
32.95, 4196, -55, 86.74, 9.50
